Province/Territoire,Volet,Employeur,Adresse,Profession sous CNP 2011,Postes Approuvés
,,Daniel Paré Dodge Chrysler INC.,"SAINTE-MARIE DE BEAUCE, QC G6E 1B1","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1
,,Dempton Groupe Conseil,"MONTRÉAL, QC H3B 1A7",2171-Analystes et consultants en informatique,2
,,Dialogue Technologies Inc.,"MONTREAL, QC H2Z 1G6",2171-Analystes et consultants en informatique,1
,,Divertissements Gameloft Inc.,"Montréal, QC H2R 2Z5","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,,,5241-Designers graphiques et illustrateurs,2
,,Doucet Machineries Inc.,"DAVELUYVILLE, QC G0Z 1C0",2232-Technologues et techniciens en génie mécanique,1
,,,,7237-Soudeurs et opérateurs de machines à souder et à braser,2
,,Dulcedo Inc.,"Montréal, QC H2Y 2G1","5232-Autres artistes de spectacle, n.c.a.",1
,,Duproprio Inc.,"LÉVIS, QC G6X 1K7",2174-Programmeurs et développeurs en médias interactifs,1
,,Duret et Landry Inc.,"LAVAL, QC H7S 1P9",2241-Technologues et techniciens en génie électronique et électrique,1
,,Dynastie Automobile Ltée,"ROUYN-NORANDA, QC J9X 6M6","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",2
,,DYNE-A-PAK INC.,"LAVAL, QC H7L 5A5","0124-Directeurs de la publicité, du marketing et des relations publiques",1
,,E.M.S. SEIMEC INC.,"MONTREAL, QC H1P 1Y1",7333-Électromécaniciens,3
,,EBI Electric Inc.,"SAINT-GEORGES, QC G5Y 7J7",2241-Technologues et techniciens en génie électronique et électrique,1
,,École national d'administration publique,"Québec, QC G1K 9E5","4164-Recherchistes, experts-conseils et agents de programmes en politiques sociales",1
,,Ecole Polytechnique de Montréal,"Montréal, QC H3C 3A7",4011-Professeurs et chargés de cours au niveau universitaire,2
,,EFFENTI INC.,"Québec, QC G1W 2K7",2174-Programmeurs et développeurs en médias interactifs,1
,,Ellio Inc.,"MONTRÉAL, QC H2J 2V4",1222-Adjoints de direction,1
,,ENTERPRISES CHEF ON CALL,"MONTRÉAL, QC H2X 2H5",6311-Superviseurs des services alimentaires,1
,,Entreprise G. Lajoie Inc,"Napierville, QC J0J 1L0",7511-Conducteurs de camions de transport,1
,,ÉQUIPEMENT GATINEAU INC.,"GATINEAU, QC J8R 3X3",7312-Mécaniciens d'équipement lourd,2
,,ÉQUIPEMENTS ÉLÉMENT INC.,"VAL-D'OR, QC J9P 6X8",7312-Mécaniciens d'équipement lourd,2
,,Équipements Frontmatec Inc.,"Saint-Anselme, QC G0R 2N0",2174-Programmeurs et développeurs en médias interactifs,1
,,,,7231-Machinistes et vérificateurs d'usinage et d'outillage,2
,,Équipements Lambert Inc.,"Drummondville, QC J2B 6V4",6221-Spécialistes des ventes techniques - commerce de gros,1
,,ESET Canada Recherche Inc.,"MONTRÉAL, QC H3B 1B1",2171-Analystes et consultants en informatique,1
,,Estampro Inc,"St-Évariste, QC G0M 1S0",7231-Machinistes et vérificateurs d'usinage et d'outillage,6
,,,,7237-Soudeurs et opérateurs de machines à souder et à braser,6
,,Eudonet Canada,"MONTRÉAL, QC H2R 2Y8",2171-Analystes et consultants en informatique,1
,,Exagens Corp.,"Montreal, QC H2Y 1Z5",2174-Programmeurs et développeurs en médias interactifs,1
,,EXFO INC.,"Québec, QC G1M 2K2",2173-Ingénieurs et concepteurs en logiciel,1
,,Explorance inc.,"Montreal, QC H3A 1T1",6221-Spécialistes des ventes techniques - commerce de gros,1
,,Fédération des caisses Desjardins du Québec,"MONTRÉAL, QC H5B 1B2",6235-Représentants des ventes financières,1
,,Fer et métal Ste-Agathe Inc.,"LACHINE, QC H8S 2K9",7231-Machinistes et vérificateurs d'usinage et d'outillage,1
,,Ferme g.e.c inc.,"St-Frédéric, QC G0N 1P0","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1
,,FIREGRILL RESTAURANT & BAR (9174-0738 QUÉBEC INC.),"montreal, QC H3A 1P7",6321-Chefs,1
,,Folen Inc.,"Baie St-Paul, QC G3Z 1M3",6322-Cuisiniers,2
,,Forages Technic-Eau Inc.,"SHERBROOKE, QC J1R 0P4",7373-Foreurs de puits d'eau,2
,,GARAGE TARDIF LIMITÉE,"AMOS, QC J9T 1N1","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",4
,,Garderie Montessori du Connaught Inc.,"GATINEAU, QC J9H 0J3",4214-Éducateurs et aides-éducateurs de la petite enfance,1
,,GAREAU AUTO INC.,"VAL-D'OR, QC J9P 0J6","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",3
,,GDG informatique et Gestion,"QUÉBEC, QC G1K 9C5",2171-Analystes et consultants en informatique,4
,,Gearbox Studio Québec Inc.,"Québec, QC G1K 8G3",5241-Designers graphiques et illustrateurs,1
,,GÉO-TECHNOLOGIES CIRIL INC.,"MONTRÉAL, QC H2J 2L1",0213-Gestionnaires des systèmes informatiques,1
,,Gestion Alimentaire D.L. Inc.,"ST-CYRILLE-DE-WENDOVER, QC J1Z 1G8",0631-Directeurs de la restauration et des services alimentaires,1
,,Gestion B.S.P. Inc.,"QUÉBEC, QC G1K 3T6",2171-Analystes et consultants en informatique,1
,,Gestisoft Inc.,"Montréal, QC H3C 2M7",2171-Analystes et consultants en informatique,1
,,GHA DESIGN STUDIOS,"Montréal, QC H3B 2S2",5241-Designers graphiques et illustrateurs,1
,,Gordon Food Service Canada Ltd.,"QUÉBEC, QC G2C 2E2",7514-Chauffeurs-livreurs - services de livraison et de messagerie,7
,,Graphiques Matrox Inc.,"Montréal, QC H3A 1T1",6221-Spécialistes des ventes techniques - commerce de gros,1
,,Groupe Atallah inc./SSENSE,"Montréal, QC H2N 2E7","5232-Autres artistes de spectacle, n.c.a.",8
,,Groupe Conseil Fxinnovation Inc.,"MONTRÉAL, QC H3A 1L4",2282-Agents de soutien aux utilisateurs,1
,,Groupe Dynamite inc,"Ville Mont-Royal, QC H4P 1M2",2174-Programmeurs et développeurs en médias interactifs,1
,,Groupe Estelle de France Inc.,"MONTRÉAL, QC H2N 1N7",0621-Directeurs - commerce de détail et de gros,1
,,Groupe Gorilla Canada Inc. / Gorilla Group Canada inc.,"Montreal, QC H2Y 2W8",2282-Agents de soutien aux utilisateurs,1
,,Groupe Meloche Inc.,"Valleyfield, QC J6T 6G3",1225-Agents aux achats,1
,,Groupe Nexio Inc.,"Montréal, QC H3A 2J5",0213-Gestionnaires des systèmes informatiques,2
,,,,2281-Techniciens de réseau informatique,1
,,Gurit Outillage (Americas) Inc.,"SAINT-LAURENT, QC H4T 1E7",2232-Technologues et techniciens en génie mécanique,1
,,H. Cloutier Automobiles Inc. (Amos Mazda),"AMOS, QC J9T 1N2","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1
,,HAIVISION SYSTEMS INC.,"SAINT-LAURENT, QC H4R 2H9","0124-Directeurs de la publicité, du marketing et des relations publiques",1
,,IbexComm Importation et Exportation Inc.,"SAINT-LAURENT, QC H4R 1E6",1241-Adjoints administratifs,1
,,Incloud Solutions d'affaires inc,"MONTREAL, QC H2Z 1S8",2171-Analystes et consultants en informatique,1
,,Indigo Parc Canada Inc..,"MONTREAL, QC H2B 2A7",1241-Adjoints administratifs,1
,,Industek Inc.,"VICTORIAVILLE, QC G6T 2G8",7237-Soudeurs et opérateurs de machines à souder et à braser,2
,,Industrielle Alliance Assurance Auto et Habitation,"QUÉBEC, QC G1S 1C1",2174-Programmeurs et développeurs en médias interactifs,1
,,Industries Canatal Inc.,"Thetford Mines, QC G6G 6P6",7237-Soudeurs et opérateurs de machines à souder et à braser,1
,,Industries Fabkor Inc.,"St-Gabriel-de-Brandon, QC J0K 2N0",7237-Soudeurs et opérateurs de machines à souder et à braser,5
,,,,"9536-Peintres, enduiseurs et opérateurs de postes de contrôle dans le finissage du métal - secteur industriel",1
,,Industries Moreau,"ROUYN NORANDA, QC J9X 6T3",7237-Soudeurs et opérateurs de machines à souder et à braser,2
,,,,7312-Mécaniciens d'équipement lourd,1
,,Industries MT inc.,"THETFORD MINE, QC G6G 8B2",7237-Soudeurs et opérateurs de machines à souder et à braser,4
,,Industries Valtech Inc.,"Salaberry-de-Valleyfield, QC J6T 6G4",7237-Soudeurs et opérateurs de machines à souder et à braser,2
,,"IRIS, Le Groupe Visuel (1990) Inc.","LAVAL, QC H7T 2P5",3121-Optométristes,1
,,IT International Telecom Canada Inc.,"POINTE-CLAIRE, QC H9R 1G6",2113-Géoscientifiques et océanographes,1
,,Ixtrom Group inc.,"Magog, QC J1X 2B3",5241-Designers graphiques et illustrateurs,1
,,JitiSoft Inc.,"Montréal, QC H1E 2S4",2174-Programmeurs et développeurs en médias interactifs,1
,,KeaText inc.,"MONTRÉAL, QC H2T 2A4",2175-Concepteurs et développeurs Web,1
,,Kronos Canadian Systems Inc.,"Montreal, QC H3V 1H8",2174-Programmeurs et développeurs en médias interactifs,1
,,La compagnie Americaine de Fer et Métaux Inc.,"Montréal, QC H1E 2S4",7311-Mécaniciens de chantier et mécaniciens industriels,4
,,,,7312-Mécaniciens d'équipement lourd,7
,,La Maison Simons,"MONTRÉAL, QC H2V 4M1",5221-Photographes,1
,,,,"5232-Autres artistes de spectacle, n.c.a.",13
,,Laboratoire Dentaire Rema-Dents inc.,"SAINT-HYACINTHE, QC J2R 1G5",1241-Adjoints administratifs,1
,,Landr Audio Inc,"Montréal, QC H2T 1A8",2173-Ingénieurs et concepteurs en logiciel,1
,,Larochelle Groupe Conseil Inc.,"Montréal, QC H3B 2N2",2171-Analystes et consultants en informatique,3
,,Le Centre du Camion (Beauce) inc.,"SAINT-GEORGES, QC G6A  1K","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1
,,LEDAAN INTERIEURS INC,"Montréal, QC H1E 6J8",2253-Technologues et techniciens en dessin,1
,,Les Aliments Taquerias Del Rey Inc.,"Laval, QC H7R 3B4",6321-Chefs,1
,,Les Cimentiers Morissette Inc,"ST-HYACINTHE, QC J2T 5G6","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
,,Les Constructions PRO-TEC-TOIT Inc.,"QUÉBEC, QC G1M 3G8",2234-Estimateurs en construction,1
,,Les Emballages Winpak Heat Seal Inc.,"Vaudreuil-Dorion, QC J7V 8P7",2134-Ingénieurs chimistes,1
,,Les Entreprises de Communication Tank Inc.,"Montréal, QC H3C 2M7","0124-Directeurs de la publicité, du marketing et des relations publiques",1
,,Les Entreprises Getpaq Inc.,"MONTRÉAL, QC H1E 7J8",1241-Adjoints administratifs,1
,,Les Industries Amisco,"L'Islet, QC G0R 2C0",7231-Machinistes et vérificateurs d'usinage et d'outillage,1
,,,,7237-Soudeurs et opérateurs de machines à souder et à braser,8
,,Les industries G.E. Gilbert inc.,"Sherbrooke, QC J1L 1V9",2232-Technologues et techniciens en génie mécanique,1
,,,,7231-Machinistes et vérificateurs d'usinage et d'outillage,2
,,Les sables olimag inc.,"Thetford Mines, QC G6G 6P6",7311-Mécaniciens de chantier et mécaniciens industriels,4
,,Les Services Conseils Systématix Inc.,"QUÉBEC, QC G1V 4W2",2171-Analystes et consultants en informatique,1
,,,,2174-Programmeurs et développeurs en médias interactifs,6
,,Les Studios Bethesda Montréal Inc.,"Montréal, QC H3C 2M7",2174-Programmeurs et développeurs en médias interactifs,1
,,Liard Industries Inc.,"JOLIETTE, QC J6E 4B7",7231-Machinistes et vérificateurs d'usinage et d'outillage,2
,,"L'industrielle Alliance, Assurances et services","Québec, QC G1K 7M3",2171-Analystes et consultants en informatique,1
,,,,2174-Programmeurs et développeurs en médias interactifs,2
,,Luxmajor Inc.,"MONTRÉAL, QC H2J 2L1","0124-Directeurs de la publicité, du marketing et des relations publiques",1
,,Luxury Retreats International,"MONTRÉAL, QC H4E 1A8","0124-Directeurs de la publicité, du marketing et des relations publiques",2
,,M32 Média Inc.,"MONTRÉAL, QC H3C 2G9",2174-Programmeurs et développeurs en médias interactifs,1
,,Machinerie Agricole Bois-Franc Inc.,"WARWICK, QC J0A 1M0",7237-Soudeurs et opérateurs de machines à souder et à braser,8
,,,,7311-Mécaniciens de chantier et mécaniciens industriels,5
,,MacKinnon Bennett & Compagnie Inc.,"MONTRÉAL, QC H3B 3P2",1112-Analystes financiers et analystes en placements,1
,,Manac Inc.,"St-Georges de Beauce, QC G5Y 8G6",7237-Soudeurs et opérateurs de machines à souder et à braser,8
,,Manulift E.M.I. Ltd.,"QUÉBEC, QC G3A 1S4",7312-Mécaniciens d'équipement lourd,1
,,Marmen Énergie Inc.,"Matane, QC G4W 3N1",7237-Soudeurs et opérateurs de machines à souder et à braser,4
,,Marmen Inc.,"TROIS-RIVIÈRES, QC G8T 8Y8",7231-Machinistes et vérificateurs d'usinage et d'outillage,4
,,,,7237-Soudeurs et opérateurs de machines à souder et à braser,3
,,Matiss Inc.,"SAINT-GEORGES, QC G6A 1K5",7231-Machinistes et vérificateurs d'usinage et d'outillage,3
,,MBI Plastique inc.,"ST-JOSEPH-DE-BEAUCE, QC G0S 2V0",2233-Technologues et techniciens en génie industriel et en génie de fabrication,2
,,Mecan Hydro Inc.,"GRANBY, QC J2J 2V2",7237-Soudeurs et opérateurs de machines à souder et à braser,1
,,Metalliage Inc.,"Saint-Hubert, QC J3Y 2S3","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
,,Micro-Onde Alga inc,"Kirkland, QC H9H 5M8",2173-Ingénieurs et concepteurs en logiciel,1
,,Milan Conception Inc,"Sherbrooke, QC J1L 0A3",2232-Technologues et techniciens en génie mécanique,2
,,Milident Inc.,"Gatineau, QC J8Z 3G4",3223-Technologues et techniciens dentaires et auxiliaires dans les laboratoires dentaires,1
,,Momentum Technologies inc.,"Québec, QC G2J 0B9",2171-Analystes et consultants en informatique,1
,,,,2174-Programmeurs et développeurs en médias interactifs,6
,,MS Solutions Équipements Inc.,"QUÉBEC, QC G1P 4S8",2171-Analystes et consultants en informatique,1
,,Multiusinage Inc.,"CHICOUTIMI, QC G7J 5A9",7231-Machinistes et vérificateurs d'usinage et d'outillage,3
,,Musée de la femme,"LONGUEUIL, QC J4L 1V9",5241-Designers graphiques et illustrateurs,1
,,Mutek OBNL,"Montréal, QC H5B 1B9","1123-Professionnels en publicité, en marketing et en relations publiques",1
,,Newtrax Technologies Inc.,"MONTRÉAL, QC H2Y 1P5",2173-Ingénieurs et concepteurs en logiciel,1
,,Nicol Auto Inc.,"LA SARRE, QC J9Z 2J1","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",5
,,Novigo Consulting Canada inc.,"Montréal, QC H3B 2E3",2171-Analystes et consultants en informatique,2
,,Nutech inc.,"Disraeli, QC G0N 1E0",7231-Machinistes et vérificateurs d'usinage et d'outillage,1
,,Oblik Communication design inc.,"MONTRÉAL, QC H1Y 1Z9",5241-Designers graphiques et illustrateurs,1
,,Olympus NDT Canada Inc,"Québec, QC G1P 0B3",2132-Ingénieurs mécaniciens,1
,,,,2173-Ingénieurs et concepteurs en logiciel,1
,,,,2174-Programmeurs et développeurs en médias interactifs,1
,,OpenFrame Technologies inc.,"Kirkland, QC H9H 5B9",1225-Agents aux achats,1
,,Outillages K & K Ltee,"Saint-Jean-sur-Richelieu, QC J3B 2H7",7231-Machinistes et vérificateurs d'usinage et d'outillage,3
,,P.A.I.R. Inc.,"MONTRÉAL, QC H2L 4A5",1523-Coordonnateurs de la logistique de la production,1
,,Par B.L.eux,"MONTRÉAL, QC H2T 1X6",1241-Adjoints administratifs,1
,,Parfum de Corée Inc.,"RIMOUSKI, QC G5L 4B6",6322-Cuisiniers,1
,,Patio Drummond Ltée,"Drummondville, QC J2A 3W8",7312-Mécaniciens d'équipement lourd,1
,,Paysafe Technologies inc.,"MONTREAL, QC H3Z 3C1",2173-Ingénieurs et concepteurs en logiciel,1
,,Petrie Raymond s.e.n.c.rl.,"MONTREAL, QC H2M 1L5",1241-Adjoints administratifs,1
,,Phoenix Gestion Mobilité Internationale,"Montréal, QC H3X 2H9",1241-Adjoints administratifs,1
,,PIAZZETTA ST-LOUIS INC,"QUÉBEC, QC G1W 1L8",6322-Cuisiniers,1
,,Plastiques Moore Inc.,"Saint-Damien-de-Buckland, QC G0R 2Y0",7231-Machinistes et vérificateurs d'usinage et d'outillage,2
,,Plate 2000 inc,"St-Anselme, QC G0R 2N0",7231-Machinistes et vérificateurs d'usinage et d'outillage,1
,,,,7237-Soudeurs et opérateurs de machines à souder et à braser,2
,,Playtika (Canada) Inc,"MONTREAL, QC H3B 4W5",0213-Gestionnaires des systèmes informatiques,1
,,Pomerleau Inc,"MONTRÉAL, QC H2Y 0A2",2131-Ingénieurs civils,1
,,Premier Tech Home & Garden Inc,"Rivière-du-Loup, QC G5R 6C1",1111-Vérificateurs et comptables,1
,,Prince Logistic Services,"LACHINE, QC H8R 1H3",7312-Mécaniciens d'équipement lourd,1
,,,,7511-Conducteurs de camions de transport,12
,,PRO-AB ÉQUIPEMENTS 2003 INC,"VAL-D'OR, QC J9P 7B1",2253-Technologues et techniciens en dessin,1
,,,,7312-Mécaniciens d'équipement lourd,2
,,Processia Solutions Canada Inc.,"Laval, QC H7T 2Z5",2173-Ingénieurs et concepteurs en logiciel,1
,,Produits Matra Inc.,"Saint-Martin, QC G0M 1B0",7333-Électromécaniciens,2
,,PROJETS NOVOPRO INC. (Les),"Montreal, QC H3G 1J1",2132-Ingénieurs mécaniciens,1
,,Qualtech inc,"QUÉBEC, QC G1N 4K3",7237-Soudeurs et opérateurs de machines à souder et à braser,1
,,Rad technologies inc.,"THETFORD MINES, QC G6G 5R7",7237-Soudeurs et opérateurs de machines à souder et à braser,7
,,Rawal Transport Inc,"VAUDREUIL-DORION, QC J7V 8P2",7511-Conducteurs de camions de transport,1
,,Raymark ULC / Mi 9 retail,"DORVAL, QC H9P 2N4",2173-Ingénieurs et concepteurs en logiciel,1
,,Reel FX Creative Studios Inc.,"Montréal, QC H3K 1G6",5241-Designers graphiques et illustrateurs,5
,,Reitmans Canada Ltd,"Montréal, QC H3L 1Z2","5232-Autres artistes de spectacle, n.c.a.",9
,,,,8432-Ouvriers de pépinières et de serres,1
,,Reivax Amerique du Nord inc.,"MONTRÉAL, QC H3A 1E7",2133-Ingénieurs électriciens et électroniciens,1
,,Restaurant Alauzon (2014) Inc.,"Québec, QC G2B 1B3",6322-Cuisiniers,1
,,Restaurant El Meson Inc.,"Montréal, QC H8S 2N1",6321-Chefs,1
,,RESTAURANT JUN.I INC,"Montréal, QC H2T 2N7",6321-Chefs,1
,,Restaurant Le Margaux,"Montréal, QC H2V 4G1",6321-Chefs,1
,,Restaurant Lévisien Inc,"Québec, QC G2B 1B3",6322-Cuisiniers,2
,,Richcopter inc.,"DRUMMONDVILLE, QC J2B 8H1","2271-Pilotes, navigateurs et instructeurs de pilotage du transport aérien",1
,,Rodeo FX  inc.,"Montréal, QC H3C 2M7",5241-Designers graphiques et illustrateurs,2
,,S&D TRANSPORTATION INC.,"Lachine, QC H8T 2V3","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1
,,S. Huot Inc.,"Québec, QC G1N 4N3",7231-Machinistes et vérificateurs d'usinage et d'outillage,1
,,Samuelsohn Ltd.,"Montréal, QC H3N 1W9","0016-Cadres supérieurs - construction, transport, production et services d'utilité publique",1
,,Savoir-faire Linux Inc.,"MONTRÉAL, QC H2R 2Y5",2171-Analystes et consultants en informatique,2
,,Service Trans-West inc.,"Lachine, QC H8T 2X9",7511-Conducteurs de camions de transport,1
,,Services de carburant maritime CANDEN Ltéé,"SAINT-LAMBERT, QC J4P 1W3",6221-Spécialistes des ventes techniques - commerce de gros,1
,,Services Sanitaires DF de Beauce inc,"Saint-georges de Beauce, QC G5Y 2J8",7312-Mécaniciens d'équipement lourd,1
,,Shipco Transport (Canada) inc.,"Lachine, QC H8T 1A4","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
,,Shutterstock Music Canada S.R.I.,"Montréal, QC H2W 1Z5",2173-Ingénieurs et concepteurs en logiciel,1
,,Skyservice Air Ambulance Intl Inc.,"Dorval, QC H9P 1A2","2271-Pilotes, navigateurs et instructeurs de pilotage du transport aérien",3
,,Société Conseil Groupe LGS,"QUÉBEC, QC G1V 4K5",2171-Analystes et consultants en informatique,12
,,,,2173-Ingénieurs et concepteurs en logiciel,6
,,,,2174-Programmeurs et développeurs en médias interactifs,14
,,,,2281-Techniciens de réseau informatique,1
,,Solutions Classe Affaires Inc.,"ST-AUGUSTIN-DE-DESMAURES, QC G3A 1S8",2171-Analystes et consultants en informatique,1
,,,,2174-Programmeurs et développeurs en médias interactifs,2
,,SOLUTIONS EFFECTO INC.,"SAINT-GEORGES, QC G5Y 8G2",2174-Programmeurs et développeurs en médias interactifs,1
,,Solutions Humanitas inc.,"Montréal, QC H2V 2A3",2173-Ingénieurs et concepteurs en logiciel,1
,,Soucy Plastiques Inc.,"Drummondville, QC J2B 6V4",7333-Électromécaniciens,2
,,SPA & Soleil inc.,"MONTREAL, QC H2K 4J7","0651-Directeurs du service à la clientèle et des services personnels, n.c.a.",1
,,Spectrum Hospitality Canada Co,"ST-JEAN-SUR-RICHELIEU, QC J2X 5P7",6321-Chefs,3
,,SREPE INC.,"Montréal, QC H2J 3E6",1223-Agents des ressources humaines et de recrutement,1
,,Studio Digital District (Canada) Inc,"MONTRÉAL, QC H3K 3G9",5241-Designers graphiques et illustrateurs,1
